Target,Correlation,p_value,q_value
DUF1381,-0.002387182,0.799988173,0.870043435
DUF1382,-0.008157614,0.386590294,0.870043435
DUF1388,-0.001935173,0.837268583,0.870043435
DUF1391,-0.0021653,0.818237094,0.870043435
DUF1392,-0.008211356,0.383469409,0.870043435
DUF1397,-0.002011439,0.830950297,0.870043435
DUF1398,-0.004561287,0.628306587,0.870043435
DUF1400,-0.002891848,0.758900411,0.870043435
DUF1402,-0.00369669,0.694801718,0.870043435
DUF1403,-0.024546308,0.009171376,0.076758693
DUF1404,-0.006016872,0.523081479,0.870043435
DUF1405,-0.001951804,0.835889846,0.870043435
DUF1411,-0.003725247,0.692563903,0.870043435
DUF1413,-0.011298106,0.230467528,0.764276909
DUF1416,-0.00464624,0.621921929,0.870043435
DUF1419,-0.026466799,0.004961411,0.045055078
DUF1422,-0.003027027,0.748004101,0.870043435
DUF1425,-0.003507829,0.709667816,0.870043435
DUF1427,-0.01734272,0.065651357,0.346683655
DUF1428,-0.007366437,0.434307093,0.870043435
DUF1430,-0.013990118,0.137569059,0.571002675
DUF1433,-0.00200678,0.831335914,0.870043435
DUF1435,-0.003339959,0.722975172,0.870043435
DUF1439,-0.003012955,0.749136072,0.870043435
DUF1440,-0.011325449,0.229341154,0.76290497
DUF1441,-0.003776197,0.688577977,0.870043435
DUF1442,-0.004243595,0.652426968,0.870043435
DUF1451,-8.74E-05,0.992601666,0.993032184
DUF1453,-0.003098744,0.742243416,0.870043435
DUF1454,-0.003027027,0.748004101,0.870043435
DUF1455,-0.002063425,0.826649677,0.870043435
DUF1456,-0.008385622,0.373456151,0.870043435
DUF1461,-0.011869215,0.207750272,0.721899333
DUF1463,-0.018825575,0.045693113,0.263866422
DUF1473,-0.01821379,0.053203059,0.295849024
DUF1474,-0.00066965,0.94333977,0.949017583
DUF1482,-0.003417116,0.716848064,0.870043435
DUF1485,-0.016107334,0.087330186,0.426997122
DUF1487,-0.014382291,0.12687693,0.54275654
DUF1488,-0.013093374,0.164615038,0.632828584
DUF1489,-0.00301832,0.748704408,0.870043435
DUF1490,-0.004235959,0.653011333,0.870043435
DUF1492,-0.010740013,0.254320817,0.799949651
DUF1493,-0.011732106,0.213050056,0.730846609
DUF1495,-0.00431018,0.647340233,0.870043435
DUF1496,-0.023306392,0.013363036,0.104598678
DUF1497,-0.001536578,0.870452484,0.886239966
DUF1499,-0.003080225,0.743729562,0.870043435
DUF1501,-0.008788649,0.350925557,0.870043435
DUF1506,-0.018235673,0.052917671,0.294815427
DUF1507,-0.00184831,0.844477648,0.870043435
DUF1508,-0.008759767,0.352510879,0.870043435
DUF150_C,-0.014880078,0.114250098,0.509136931
DUF1510,-0.005213395,0.580041505,0.870043435
DUF1513,-0.009375461,0.319697206,0.870043435
DUF1514,-0.001852477,0.844131484,0.870043435
DUF1515,-0.004851494,0.606613697,0.870043435
DUF1517,-0.001981782,0.833405953,0.870043435
DUF1521,-0.002208534,0.814673234,0.870043435
DUF1523,-0.003588727,0.703286062,0.870043435
DUF1525,-0.006670375,0.478967748,0.870043435
DUF1529,-0.008733402,0.353962032,0.870043435
DUF1538,-0.002206028,0.814879656,0.870043435
DUF1540,-0.003296981,0.726395819,0.870043435
DUF1541,-0.01510248,0.108938353,0.493862432
DUF1542,-0.002144915,0.819918777,0.870043435
DUF1543,-0.007757757,0.41029373,0.870043435
DUF1548,-0.006071826,0.519293246,0.870043435
DUF155,-0.00298906,0.751059476,0.870043435
DUF1564,-0.002134424,0.820784562,0.870043435
DUF1565,-0.011255412,0.232234112,0.76721742
DUF1569,-0.002675512,0.776437751,0.870043435
DUF1572,-0.004636444,0.622656725,0.870043435
DUF1573,-0.003065527,0.744909801,0.870043435
DUF1574,-0.003624301,0.700486312,0.870043435
DUF1576,-0.002146874,0.819757121,0.870043435
DUF1579,-0.005080854,0.589709831,0.870043435
DUF1589,-0.001818,0.846996248,0.870469411
DUF1599,-0.004970971,0.597781145,0.870043435
DUF16,-0.014855705,0.114844406,0.511192796
DUF1600,-0.002199889,0.815385563,0.870043435
DUF1611,-0.011347228,0.228446837,0.76140247
DUF1611_N,-0.008214251,0.383301734,0.870043435
DUF1612,-0.02950399,0.001735793,0.018553202
DUF1614,-0.002011028,0.830984319,0.870043435
DUF1615,-0.00191731,0.838750023,0.870043435
DUF1616,-0.004265782,0.650730205,0.870043435
DUF1617,-0.004236797,0.652947148,0.870043435
DUF1622,-0.007199697,0.444780802,0.870043435
DUF1634,-0.005647767,0.548888306,0.870043435
DUF1636,-0.008543499,0.364525685,0.870043435
DUF1641,-0.005361089,0.569356298,0.870043435
DUF1642,-0.006242904,0.507591261,0.870043435
DUF1643,-0.021964977,0.019725966,0.141479828
DUF1648,-0.009640467,0.306209275,0.86717144
DUF1652,-0.002100821,0.823559198,0.870043435
DUF1653,-0.009755236,0.300486681,0.859232852
DUF1654,-0.004118826,0.662001988,0.870043435
DUF1656,-0.012347302,0.190019043,0.685773195
DUF1657,-0.011429939,0.225072967,0.754802713
DUF1659,-0.007635219,0.417727073,0.870043435
DUF1664,-0.037603628,6.54E-05,0.000980748
DUF1667,-0.001857096,0.843747825,0.870043435
DUF167,-0.006837727,0.468006637,0.870043435
DUF1670,-0.010988806,0.243483061,0.782852005
DUF1672,-0.003629789,0.700054742,0.870043435
DUF1679,-0.008340487,0.376033916,0.870043435
DUF1684,-0.00306122,0.745255736,0.870043435
DUF1688,-0.002122066,0.821804724,0.870043435
DUF1690,-0.003635923,0.699572499,0.870043435
DUF1694,-0.002360771,0.802154909,0.870043435
DUF1697,-0.005021086,0.594093752,0.870043435
DUF1699,-0.002144685,0.819937798,0.870043435
DUF1702,-0.002880826,0.759791019,0.870043435
DUF1706,-0.022770681,0.015646233,0.117326405
DUF1707,-0.008302804,0.378194484,0.870043435
DUF1722,-0.014023993,0.136618941,0.568612863
DUF1731,-0.004222594,0.654034638,0.870043435
DUF1737,-0.006901538,0.463864057,0.870043435
DUF1749,-0.002922771,0.756403477,0.870043435
DUF1751,-0.002146874,0.819757121,0.870043435
DUF1759,-0.005762484,0.540800716,0.870043435
DUF1761,-0.005587969,0.553127586,0.870043435
DUF1775,-0.010347335,0.272100973,0.822224497
DUF1776,-0.030153868,0.001369092,0.015153301
DUF1778,-0.061389997,6.95E-11,2.61E-09
DUF1779,-0.003636395,0.699535442,0.870043435
DUF179,-0.002920293,0.756603468,0.870043435
DUF1796,-0.006003584,0.523999667,0.870043435
DUF1798,-0.001876772,0.842114038,0.870043435
DUF1800,-0.007667071,0.415787283,0.870043435
DUF1801,-0.010917584,0.246551906,0.78636205
DUF1803,-0.002146874,0.819757121,0.870043435
DUF1804,-0.016459118,0.080638022,0.405544925
DUF1805,-0.004106944,0.662916771,0.870043435
DUF1810,-0.01091758,0.246552083,0.78636205
DUF1816,-0.004259413,0.651217047,0.870043435
DUF1822,-0.008631727,0.359593563,0.870043435
DUF1825,-0.002983716,0.751489833,0.870043435
DUF1826,-0.00742745,0.430510493,0.870043435
DUF1828,-0.00183946,0.845212822,0.870043435
DUF1830,-0.00299948,0.750220581,0.870043435
DUF1833,-0.0053944,0.566959369,0.870043435
DUF1835,0.003699142,0.694609491,0.870043435
DUF1836,-0.008191744,0.384606484,0.870043435
DUF1838,-0.003056069,0.745669534,0.870043435
DUF1839,-0.003694141,0.695001632,0.870043435
DUF1840,-0.004256588,0.651433031,0.870043435
DUF1843,-0.001504147,0.873163278,0.88818064
DUF1846,-0.004356449,0.64381522,0.870043435
DUF1846_C,-0.005360179,0.569421803,0.870043435
DUF1847,-0.00213889,0.820416006,0.870043435
DUF1848,-0.001866186,0.842992913,0.870043435
DUF1850,-0.005226104,0.579118357,0.870043435
DUF1853,-0.00214363,0.820024796,0.870043435
DUF1858,-0.00787431,0.403296863,0.870043435
DUF1861,-0.003095819,0.742478068,0.870043435
DUF1869,-0.003456124,0.713757345,0.870043435
DUF1870,-0.004748918,0.614243015,0.870043435
DUF1871,-0.002102206,0.823444808,0.870043435
DUF1877,-0.002958118,0.753552451,0.870043435
DUF1878,-0.005785836,0.539161733,0.870043435
DUF188,-0.008197714,0.38426014,0.870043435
DUF1883,-0.011285921,0.230970754,0.764796354
DUF1889,-0.002248227,0.811404565,0.870043435
DUF1896,-0.002651563,0.778386425,0.870043435
DUF190,-0.012392988,0.188384823,0.682285405
DUF1902,-0.00292354,0.756341457,0.870043435
DUF1904,-0.004683787,0.619109064,0.870043435
DUF1905,-0.005662965,0.547813371,0.870043435
DUF1918,-0.002222594,0.813515033,0.870043435
DUF1919,-0.001504154,0.873162667,0.88818064
DUF192,-0.012157143,0.196933273,0.699701615
DUF1923,-0.002809431,0.765567505,0.870043435
DUF1924,-0.006733481,0.474818123,0.870043435
DUF1931,-0.003630373,0.700008842,0.870043435
DUF1932,-0.014757761,0.117257186,0.517934557
DUF1936,-0.004173657,0.657787182,0.870043435
DUF1937,-0.002176579,0.817306962,0.870043435
DUF1942,-0.00500129,0.595549083,0.870043435
DUF1949,-0.004778823,0.612014376,0.870043435
DUF1958,-0.007240103,0.442229566,0.870043435
DUF1961,-0.002112243,0.822615889,0.870043435
DUF1963,-0.005402864,0.566351103,0.870043435
DUF1967,-0.004686356,0.618916812,0.870043435
DUF1971,-0.00966379,0.305040533,0.865870653
DUF1972,-0.006815146,0.469477516,0.870043435
DUF1980,-0.006807373,0.469984357,0.870043435
DUF1980_C,-0.006487218,0.491122913,0.870043435
DUF1989,-0.020075045,0.033100142,0.20769529
DUF1990,-0.004403934,0.640205896,0.870043435
DUF1993,-0.008464901,0.368954855,0.870043435
DUF1996,-0.003114503,0.740979477,0.870043435
DUF2000,-0.010795887,0.251858113,0.796020721
DUF2001,-0.004388064,0.641411205,0.870043435
DUF2007,-0.002870133,0.760655335,0.870043435
DUF2009,-0.002151326,0.81938979,0.870043435
DUF2016,-0.011337177,0.228859265,0.761886171
DUF202,-0.008345377,0.37575411,0.870043435
DUF2026,-0.003090499,0.74290491,0.870043435
DUF2027,-0.002135087,0.820729847,0.870043435
DUF2031,-0.001934571,0.837318484,0.870043435
DUF2046,-0.002846688,0.762551448,0.870043435
DUF2057,-0.005672773,0.54712027,0.870043435
DUF2058,-0.00307371,0.744252622,0.870043435
DUF2059,-0.003850201,0.682803839,0.870043435
DUF2061,-0.004705323,0.617498216,0.870043435
DUF2062,-0.004666531,0.620401152,0.870043435
DUF2063,-0.0155759,0.09828238,0.461895145
DUF2064,-0.005978698,0.525721349,0.870043435
DUF2065,-0.00418614,0.656829152,0.870043435
DUF2069,-0.003017464,0.748773279,0.870043435
DUF2070,-0.004509504,0.632212069,0.870043435
DUF2071,-0.00281882,0.764807144,0.870043435
DUF2076,-0.003987136,0.672168473,0.870043435
DUF2079,-0.003839585,0.683630949,0.870043435
DUF2080,-0.002195884,0.815715633,0.870043435
DUF2087,-0.004248653,0.652039937,0.870043435
DUF2089,-0.009387038,0.319099969,0.870043435
DUF2090,-0.018365341,0.051252695,0.287498701
DUF2092,-0.010062648,0.285511669,0.837939951
DUF211,-0.003065357,0.744923393,0.870043435
DUF2110_N,-0.006804133,0.470195769,0.870043435
DUF2115,-0.00217775,0.817210387,0.870043435
DUF2116,-0.004845433,0.607063275,0.870043435
DUF2118,-0.002218848,0.813823599,0.870043435
DUF212,-0.002124004,0.821644708,0.870043435
DUF2126,-0.005165701,0.583512018,0.870043435
DUF2127,-0.006640546,0.480936053,0.870043435
DUF2130,-0.010421811,0.268664999,0.8190625
DUF2135,-0.00217445,0.817482519,0.870043435
DUF2138,-0.00217445,0.817482519,0.870043435
DUF2140,-0.005752306,0.541515848,0.870043435
DUF2141,-0.004272636,0.650206359,0.870043435
DUF2142,-0.005229398,0.578879252,0.870043435
DUF2147,-0.009929729,0.291923521,0.847481974
DUF2149,-0.004285885,0.649194317,0.870043435
DUF2157,-0.010036497,0.286765554,0.839621004
DUF2158,-0.00434541,0.644655513,0.870043435
DUF2160,-0.010239584,0.277125165,0.827897133
DUF2161,-0.008809966,0.349758321,0.870043435
DUF2162,-0.001918733,0.838631968,0.870043435
DUF2164,-0.00917395,0.330209615,0.870043435
DUF2165,-0.006450612,0.493571978,0.870043435
DUF2167,-0.002148844,0.819594596,0.870043435
DUF2169,-0.012610335,0.180752094,0.667289982
DUF2170,-0.006428762,0.495036917,0.870043435
DUF2171,-0.008505927,0.366638776,0.870043435
DUF2172,-0.009615803,0.307448465,0.868218204
DUF2177,-0.008229659,0.382410055,0.870043435
DUF2178,-0.003525043,0.708308132,0.870043435
DUF2179,-0.009707938,0.302836392,0.862160482
DUF218,-0.015156229,0.107684398,0.490685168
DUF2180,-0.002867927,0.760833705,0.870043435
DUF2182,-0.009042507,0.337185968,0.870043435
DUF2187,-0.012454173,0.186212512,0.678757554
DUF2188,-0.0167499,0.075426115,0.385077194
DUF2189,-0.010406357,0.269375518,0.820144628
DUF2195,-0.00309808,0.742296701,0.870043435
DUF2196,-0.001893584,0.840718547,0.870043435
DUF2197,-0.004261309,0.651072083,0.870043435
DUF2199,-0.003132822,0.739511075,0.870043435
DUF2200,-0.007364267,0.434442458,0.870043435
DUF2201,-0.011725426,0.213310729,0.731523233
DUF2201_N,-0.010708535,0.255715608,0.800969066
DUF2202,-0.002133608,0.82085198,0.870043435
DUF2204,-0.003008108,0.74952613,0.870043435
DUF2205,-0.008951345,0.34207963,0.870043435
DUF2207,-0.004348822,0.644395732,0.870043435
DUF2207_C,-0.003499746,0.71030657,0.870043435
DUF2213,-0.008359223,0.374962516,0.870043435
DUF2214,-0.00301932,0.748623943,0.870043435
DUF2218,-0.017888654,0.057597016,0.314222512
DUF2225,-0.005673882,0.547041926,0.870043435
DUF2227,-0.005256718,0.576897517,0.870043435
DUF2231,-0.0144948,0.123932043,0.535722735
DUF2232,-0.002192655,0.815981693,0.870043435
DUF2238,-0.009262828,0.325545775,0.870043435
DUF2239,-0.002136391,0.82062222,0.870043435
DUF2242,-0.002133608,0.82085198,0.870043435
DUF2243,-0.010580977,0.261421983,0.810884941
DUF2244,-0.004295853,0.648433372,0.870043435
DUF2247,-0.003045384,0.746528165,0.870043435
DUF2249,-0.011536992,0.22075918,0.747445283
DUF2250,-0.003087189,0.743170596,0.870043435
DUF2251,-0.015218866,0.106237524,0.48639832
DUF2252,-0.007823868,0.406316158,0.870043435
DUF2254,-0.037329263,7.39E-05,0.001087417
DUF2255,-0.006744685,0.474083454,0.870043435
DUF2256,-0.00567966,0.54663386,0.870043435
DUF2259,-0.002106567,0.82308459,0.870043435
DUF226,-0.030189958,0.001350991,0.015025051
DUF2262,-0.003972658,0.673289872,0.870043435
DUF2264,-0.010367404,0.271172131,0.821494138
DUF2264_C,-0.009898075,0.293464631,0.849814958
DUF2267,-0.009989059,0.289049677,0.843098108
DUF2268,-0.014986591,0.111681298,0.501956511
DUF2269,-0.010484887,0.265778324,0.815713252
DUF2270,-0.006712055,0.476224775,0.870043435
DUF2271,-0.008201696,0.384029229,0.870043435
DUF2272,-0.002208742,0.814656073,0.870043435
DUF2273,-0.00589857,0.531284574,0.870043435
DUF2274,-0.020469093,0.029802789,0.19386101
DUF2275,-0.006143177,0.514395882,0.870043435
DUF2277,-0.00681864,0.469249715,0.870043435
DUF2278,-0.006450131,0.493604226,0.870043435
DUF228,-0.019766496,0.035895502,0.22020363
DUF2280,-0.009264152,0.325476601,0.870043435
DUF2281,-0.005170008,0.58319826,0.870043435
DUF2282,-0.01438823,0.12672011,0.542286838
DUF2283,5.16E-06,0.999562875,0.999562875
DUF2288,-0.002966937,0.752841677,0.870043435
DUF229,-0.011314418,0.229795089,0.763534071
DUF2290,-0.003690269,0.695305264,0.870043435
DUF2291,-0.012796958,0.174383599,0.656513909
DUF2292,-0.002152525,0.81929088,0.870043435
DUF2293,-0.009742272,0.301129506,0.859848129
DUF2298,-0.002116383,0.822274019,0.870043435
DUF2300,-0.00217445,0.817482519,0.870043435
DUF2303,-0.004644434,0.622057344,0.870043435
DUF2304,-0.003176905,0.73598148,0.870043435
DUF2306,-0.005614631,0.551235399,0.870043435
DUF2314,-0.00217445,0.817482519,0.870043435
DUF2316,-0.00532809,0.571735535,0.870043435
DUF2321,-0.003764289,0.689508804,0.870043435
DUF2322,-0.003688026,0.695481237,0.870043435
DUF2325,-0.022870038,0.015198505,0.114940564
DUF2326,-0.008057132,0.392466828,0.870043435
DUF2332,-0.004868361,0.605363207,0.870043435
DUF2333,-0.004116232,0.662201671,0.870043435
DUF2334,-0.013897306,0.140198353,0.577467001
DUF2336,-0.007042535,0.454783424,0.870043435
DUF2339,-0.021211303,0.024353819,0.165475895
DUF234,-0.006685451,0.477974614,0.870043435
DUF2341,-0.002224059,0.813394371,0.870043435
DUF2344,-0.002639544,0.779364919,0.870043435
DUF2345,-0.013772618,0.143791318,0.586340391
DUF2357,-0.008567012,0.363207148,0.870043435
DUF2358,-0.003684806,0.695733805,0.870043435
DUF2371,-0.002933901,0.755505452,0.870043435
DUF2374,-0.004662218,0.620724267,0.870043435
DUF2382,-0.014988261,0.111641377,0.501956511
DUF2383,-0.013069778,0.165377234,0.634707366
DUF2387,-0.010461353,0.26685288,0.816366289
DUF2388,-0.002082041,0.825110913,0.870043435
DUF2389,-0.004785214,0.611538599,0.870043435
DUF2390,-0.006854014,0.466947329,0.870043435
DUF2391,-0.010248847,0.276690792,0.827173047
DUF2396,-0.003044099,0.746631502,0.870043435
DUF2397,-0.002163565,0.818380221,0.870043435
DUF2398,-0.002163565,0.818380221,0.870043435
DUF2399,-0.004532168,0.630501454,0.870043435
DUF2427,-0.00370861,0.693867343,0.870043435
DUF2436,-0.002135087,0.820729847,0.870043435
DUF244,-0.015886637,0.091752601,0.439992828
DUF2441,-0.002915389,0.756999334,0.870043435
DUF2442,-0.012756112,0.175762938,0.659640078
DUF2443,-0.002816845,0.764967048,0.870043435
DUF2452,-0.001905573,0.839723645,0.870043435
DUF2458,-0.003740493,0.691370304,0.870043435
DUF2459,-0.006415345,0.495937612,0.870043435
DUF2460,-0.006194754,0.51087074,0.870043435
DUF2461,-0.003704283,0.694206478,0.870043435
DUF2470,-0.00307702,0.743986906,0.870043435
DUF2471,-0.008024232,0.394402628,0.870043435
DUF2474,-0.012243305,0.193777898,0.692544312
DUF2478,-0.004291899,0.648735157,0.870043435
DUF2483,-0.00194855,0.836159567,0.870043435
DUF2484,-0.00214851,0.819622189,0.870043435
DUF2490,-0.011680751,0.215060055,0.735772061
DUF2491,-0.006716467,0.475934954,0.870043435
DUF2496,-0.002733699,0.771709232,0.870043435
DUF2498,-0.003134184,0.739401955,0.870043435
DUF2500,-0.003795939,0.687035759,0.870043435
DUF2501,-0.004204447,0.655425213,0.870043435
DUF2502,-0.003059639,0.745382736,0.870043435
DUF2505,-0.003002438,0.749982452,0.870043435
DUF2510,-0.004724695,0.616050761,0.870043435
DUF2511,-0.002022069,0.83007047,0.870043435
DUF2512,-0.004560297,0.628381148,0.870043435
DUF2513,-0.007506338,0.425630181,0.870043435
DUF2514,-0.005226197,0.579111635,0.870043435
DUF2517,-0.002126118,0.821470238,0.870043435
DUF2520,-0.012450819,0.186331098,0.678975214
DUF2521,-0.002239328,0.812137159,0.870043435
DUF2523,0.001731926,0.854157063,0.874710834
DUF2525,-0.00183946,0.845212822,0.870043435
DUF2526,-0.00221558,0.814092738,0.870043435
DUF2528,-0.001923086,0.838270906,0.870043435
DUF2529,-0.005332602,0.571409883,0.870043435
DUF2530,-0.002137134,0.820560884,0.870043435
DUF2534,-0.019480233,0.038666542,0.232147245
DUF2535,-0.001862835,0.843271255,0.870043435
DUF2536,-0.000964442,0.918470585,0.927071701
DUF2538,-0.001651516,0.860857485,0.879230373
DUF2541,-0.002130857,0.821079057,0.870043435
DUF2543,-0.007043898,0.454696181,0.870043435
DUF2545,-0.003058267,0.745492992,0.870043435
DUF2554,-0.00221558,0.814092738,0.870043435
DUF2560,-0.003276523,0.728025988,0.870043435
DUF2561,-0.002219271,0.813788739,0.870043435
DUF2568,-0.003052077,0.745990344,0.870043435
DUF2569,-0.012678149,0.178418284,0.663345605
DUF2570,-0.003540386,0.707096977,0.870043435
DUF2574,-0.006135368,0.514930665,0.870043435
DUF2577,-0.003256093,0.729655235,0.870043435
DUF2582,-0.003648509,0.698583401,0.870043435
DUF2583,-0.003097888,0.742312095,0.870043435
DUF2585,-0.005213294,0.580048899,0.870043435
DUF2586,-0.002981627,0.751658168,0.870043435
DUF2589,-0.003292296,0.726769053,0.870043435
DUF2590,-0.002981627,0.751658168,0.870043435
DUF2599,-0.004613767,0.624359144,0.870043435
DUF2600,-0.001818,0.846996248,0.870469411
DUF2604,-0.002857709,0.761659961,0.870043435
DUF2606,-0.001764653,0.851432884,0.872925232
DUF2608,-0.002115137,0.822376851,0.870043435
DUF261,-0.019033364,0.043354701,0.254658319
DUF2610,-0.002185464,0.816574498,0.870043435
DUF2612,-0.007877896,0.403082691,0.870043435
DUF2617,-0.002137537,0.820527703,0.870043435
DUF2619,-0.003007665,0.74956175,0.870043435
DUF2623,-0.005951386,0.527614273,0.870043435
DUF2625,-0.004291548,0.64876194,0.870043435
DUF2628,-0.010307298,0.273960509,0.824741987
DUF2632,-0.003051385,0.746045924,0.870043435
DUF2634,-0.019032267,0.043366768,0.254658319
DUF2635,-0.004580334,0.62687263,0.870043435
DUF2637,-0.014182365,0.132243942,0.556428086
DUF2642,-0.009916245,0.292579339,0.848458013
DUF2644,-0.003697386,0.694747137,0.870043435
DUF2645,-0.003634415,0.699691053,0.870043435
DUF2653,-0.006292972,0.504192882,0.870043435
DUF2663,-0.006399533,0.497000235,0.870043435
DUF267,-0.002136753,0.820592367,0.870043435
DUF2680,-0.005876693,0.532808621,0.870043435
DUF2681,-0.002506526,0.790216964,0.870043435
DUF2683,-0.003029833,0.747778368,0.870043435
DUF2686,-0.002130857,0.821079057,0.870043435
DUF2688,-0.007700664,0.41374725,0.870043435
DUF2689,-0.049092639,1.85E-07,4.42E-06
DUF269,-0.005687532,0.546078106,0.870043435
DUF2690,-0.003012255,0.749192415,0.870043435
DUF2691,-0.003454553,0.713881763,0.870043435
DUF2694,-0.004282832,0.649427513,0.870043435
DUF2695,-0.003276793,0.728004453,0.870043435
DUF2703,-0.002800053,0.766327298,0.870043435
DUF2705,-0.00216528,0.818238752,0.870043435
DUF2710,-0.003578395,0.704099955,0.870043435
DUF2711,-0.002793201,0.766882539,0.870043435
DUF2712,-0.00216528,0.818238752,0.870043435
DUF2713,-0.002130857,0.821079057,0.870043435
DUF2716,-0.005744428,0.542069698,0.870043435
